id,src,ref,hyp,seq_logprob,tng_count,rt,chrf2,comet,label
677,Now suppose you live in a certain part of a certain remote place and you have a loved one who has blockages in two coronary arteries and your family doctor refers that loved one to a cardiologist who &apos;s batting 200 on angioplasties .,"Vâng , giả dụ bạn sống ở một vùng xa xôi hẻo lánh nào đó và bạn có một người thân bị tắc hai động mạch vành và bác sĩ gia đình chuyển người thân đó lên một bác sĩ chuyên khoa tim có chỉ số nong rộng động mạch vành thành công là 200 .",Bây giờ giả sử bạn sống trong một phần nào đó của một nơi hẻo lánh nhất định và bạn có một khối u tình yêu trong hai chuỗi nghệ thuật động mạch và các bác sĩ của gia đình của bạn đề cập rằng một người yêu một người với một bác sĩ phẫu thuật thuốc lá .,-1.1432372331619265,0,1,43.42956481783242,,
679,She &apos;s doing a lot better this year . She &apos;s on the comeback trail .,Cô bác sĩ tim kia năm nay lên tay nghề nhiều . Cô đang có một chuỗi thành công .,Bà ấy đang làm rất tốt hơn năm nay . Bà ấy đang ở trên đường quay lại .,-0.9742255806922911,0,1,43.42956481783242,,
680,And she &apos;s hitting a 257 .,Và đạt chỉ số những 257 .,Và cô ấy đã đâm vào khoảng 25 .,-0.9778258204460144,0,1,43.42956481783242,,
683,"What do you think a batting average for a cardiac surgeon or a nurse practitioner or an orthopedic surgeon , an OBGYN , a paramedic is supposed to be ?","Các bạn nghĩ chỉ số &apos; đập bóng &apos; cho một bác sĩ phẫu thuật tim , một y tá hay là bác sĩ phẫu thuật chỉnh hình , một bác sĩ phụ sản , một y sĩ là bao nhiêu ?","Bạn nghĩ một con dơi trung bình cho một bác sĩ phẫu thuật tim hoặc một bác sĩ phẫu thuật viên phẫu thuật chỉnh hình , một bác sĩ phẫu thuật viên OBBBBBBBB , một bác sĩ bị buộc phải như thế nào ?",-1.1183326244354248,3,1,43.42956481783242,,
685,"Now truth of the matter is , nobody knows in all of medicine what a good surgeon or physician or paramedic is supposed to bat .",Nhưng trên thực tế không ai biết trong cả nền y khoa một bác sĩ phẫu thuật tốt hay một y sĩ phải cần &apos; đập &apos; quả bóng nào .,"Sự thật của vấn đề là , không ai biết trong tất cả các loại thuốc hay bác sĩ phẫu thuật viên phẫu thuật hay bác sĩ phẫu thuật hay bác sĩ phẫu thuật hay bác sĩ phẫu thuật .",-0.9080228209495544,3,1,43.42956481783242,,
694,"I memorized in my anatomy class the origins and exertions of every muscle , every branch of every artery that came off the aorta , differential diagnoses obscure and common .","Tôi học thuộc trong lớp giải phẫu điểm bắt đầu và hoạt động của từng bó cơ , từng nhánh của từng động mạch tách ra từ động mạch chủ , những căn bệnh phức tạp , cả hiếm gặp và thông dụng .","Tôi nhớ trong lớp học giải phẫu của tôi về nguồn gốc và mang lại cho mỗi cơ bắp , mỗi tế bào động mạch đều bước ra khỏi động mạch chủ , các chẩn đoán khác nhau và phổ biến .",-0.9790650606155396,0,1,43.42956481783242,,
701,At the time I was assigned to the cardiology service on a cardiology rotation .,Lúc đó tôi được giao nhiệm vụ ở khoa tim trực ban khoa tim .,Tại thời điểm tôi được lập trình với dịch vụ tim trong một vòng tim mạch .,-1.211527943611145,0,1,43.42956481783242,,
703,and to report back to my attending .,và báo cáo lại với bác sĩ giám sát tôi .,và để báo cáo lại cho tôi đi học .,-1.673742175102234,0,1,43.42956481783242,,
704,"And I saw Mrs. Drucker , and she was breathless .","Và tôi gặp bà Drucker , bà rất khó thở .","Và tôi đã nhìn thấy ông bác sĩ dao , và cô ấy hơi thở .",-1.0543406009674072,0,1,43.42956481783242,,
706,"And when I listened to her chest with a stethoscope , I could hear crackly sounds on both sides that told me that she was in congestive heart failure .","Và khi tôi nghe lồng ngực của bà bằng ống nghe , tôi có thể nghe thấy tiếng lách tách ở cả hai bên cho thấy là bà bị suy tim do tắc nghẽn .","Và khi tôi lắng nghe ngực cô ấy với một chiếc ống nghe , tôi có thể nghe thấy âm thanh trên cả hai mặt nói với tôi rằng cô ấy đang ở trong sự thất bại tắc nghẽn .",-0.9804955124855042,0,1,43.42956481783242,,
709,I made it and I set to work treating her .,Tôi chẩn bệnh và bắt đầu điều trị cho bà .,Tôi đã làm điều đó và tôi đã làm việc cho cô ấy .,-1.0710632801055908,0,1,43.42956481783242,,
710,I gave her aspirin . I gave her medications to relieve the strain on her heart .,Tôi cho bà uống aspirin . Tôi kê thuốc để giảm hoạt động của tim .,Tôi đã cho cô ấy một cách khao khát . Tôi đưa thuốc cho cô ấy để giảm thiểu nhịp tim .,-1.2746604681015017,0,1,43.42956481783242,,
711,"I gave her medications that we call diuretics , water pills , to get her to pee out the access fluid .",Tôi kê thuốc lợi tiểu để bà đi tiểu bớt dịch thừa .,"Tôi đã đưa thuốc cho cô ấy những viên thuốc mà chúng tôi gọi là thuốc chống thấm nước , để cô ấy đi ra khỏi chất lỏng .",-1.167251467704773,0,1,43.42956481783242,,
718,"And he knew her , he would have been able to furnish additional information about her .","Và anh biết bệnh nhân , anh sẽ có thể thêm thông tin về bà .","Và anh ấy biết cô ấy , anh ấy đã có thể cắt bỏ thông tin về cô ấy .",-0.976049542427063,0,1,43.42956481783242,,
727,"So I signed the discharge papers , and an ambulance came , paramedics came to take her home .","Thế là tôi kí giấy tờ xuất viện , và xe cứu thương tới , y sĩ đưa bà về nhà .","Vì vậy , tôi đã đăng ký các bài báo , và một chiếc xe cứu thương đến , đã đến nhà .",-0.9898167848587036,0,1,43.42956481783242,,
731,"And at the end of the day , I packed up to leave the hospital and walked to the parking lot to take my car and drive home when I did something that I don &apos;t usually do .","Đến hết ngày , tôi dọn dẹp rời bệnh viện và đi bộ tới bãi gửi xe , để lấy ô-tô lái về nhà rồi tôi làm một việc mà tôi không thường làm .","Và vào cuối ngày , tôi đã đâm vào bệnh viện và đi đến bãi đỗ xe của tôi và lái nhà khi tôi làm điều gì đó mà tôi thường không làm .",-0.9887674450874328,0,1,43.42956481783242,,
733,"And it was there that another nurse , not the nurse who was looking after Mrs. Drucker before , but another nurse , said three words to me that are the three words that most emergency physicians I know dread .","Và ở đó , một y tá khác , không phải y tá chăm sóc bà Drucker lúc trước , mà là một y tá khác , nói với tôi 3 chữ đó là 3 chữ mà hầu hết bác sĩ cấp cứu tôi biết đều kinh hãi .","Và đó là một y tá khác , không phải là bác sĩ y tá khác , mà là một y tá khác , nói với tôi ba từ mà là ba bác sĩ cấp cứu tôi biết sợ hãi .",-0.9872821569442748,0,1,43.42956481783242,,
737,the other nurse asked matter-of-factly .,y tá kia hỏi đơn giản như thế .,Một y tá khác hỏi vấn đề quan trọng .,-1.1195039749145508,0,1,43.42956481783242,,
739,Well she was back all right .,"Ồ được rồi , bà phải quay lại .",Cô ấy đã quay lại đúng .,-1.2539962530136108,0,1,43.42956481783242,,
744,They gave her medications to raise her blood pressure .,Họ cho bà thuốc làm tăng huyết áp .,Họ cung cấp thuốc chữa trị cho cô ấy để nâng áp lực máu .,-1.0102430582046509,0,1,43.42956481783242,,
746,And I was shocked and shaken to the core .,Và tôi bị sốc và run rẩy tới tận xương .,Và tôi đã bị sốc và run rẩy đến lõi .,-1.0787192583084106,0,1,43.42956481783242,,
752,"And at about the nine day mark , they let her go -- Mrs. Drucker , a wife , a mother and a grandmother .","Và sau khoảng chín ngày , họ để bà ra đi -- bà Drucker , người vợ , người mẹ , và người bà .","Và vào khoảng chín ngày , họ để cô ấy đi -- bác sĩ dao , vợ , một bà mẹ và một bà bà bà .",-1.0050013065338137,0,1,43.42956481783242,,
757,And you make amends and you never make that mistake again .,Và bạn bù đắp thiệt hại và không bao giờ phạm lỗi thế nữa .,Và bạn tạo ra những mang tính mang tính và bạn không bao giờ làm sai lầm đó nữa .,-1.1569170951843262,0,1,43.42956481783242,,
759,The unhealthy shame I &apos;m talking about is the one that makes you so sick inside .,Cái loại hổ thẹn không lành mạnh tôi nói về là loại khiến cho bạn nôn nao trong lòng .,Sự xấu hổ mà tôi đang nói đến là cái mà làm cho bạn ốm .,-1.124294996261597,0,1,43.42956481783242,,
762,And it wasn &apos;t because of my attending ; he was a doll .,Và không phải vì bác sĩ hướng dẫn của tôi ; anh ấy dễ mến vô cùng .,Và đó không phải là bởi vì sự học tập của tôi ; ông ấy là một người sẽ làm .,-1.0915237665176392,0,1,43.42956481783242,,
768,"Slowly but surely , it lifted .","Chậm nhưng chắc , cảm giác nhẹ dần .","Sự thật chắc chắn , nó đã nâng cao .",-0.9960758686065674,0,1,43.42956481783242,,
776,"It was busy , I was in a bit of a hurry .","Lúc ấy rất bận rộn , tôi đang hơi vội .","Đó là bận rộn , tôi đang ở trong một chút hơi nhẹ nhàng .",-1.0305157899856567,0,1,43.42956481783242,,
785,He had a potentially life-threatening condition called epiglottitis .,Anh ta bị một căn bệnh có thể nguy hiểm tính mạng là viêm nắp thanh quản .,Ông ấy có một điều kiện đe doạ cuộc sống có tên là bệnh sốt rét .,-1.0574880838394165,0,1,43.42956481783242,,
790,"Twice in one emergency shift , I missed appendicitis .","Hai lần trong một ca trực cấp cứu , tôi không chẩn đúng bệnh viêm ruột thừa .","Cả hai trong một sự chuyển đổi cấp cứu , tôi bỏ lỡ ứng dụng dao động .",-1.0695825815200806,0,1,43.42956481783242,,
791,"Now that takes some doing , especially when you work in a hospital that at the time saw but 14 people a night .","Nào , sai lầm tới như thế không phải là dễ nhất là khi anh làm ở một bệnh viện mà lúc đó khám chỉ 14 bệnh nhân một tối .","Điều đó tốn một số việc , đặc biệt là khi bạn làm việc trong một bệnh viện mà tại thời điểm đó nhìn thấy khoảng 14 người một đêm .",-0.8928201198577881,0,1,43.42956481783242,,
792,"Now in both cases , I didn &apos;t send them home and I don &apos;t think there was any gap in their care .","Trong cả hai trường hợp , tôi không cho bệnh nhân xuất viện và tôi không nghĩ là chăm sóc có gì thiếu sót cả .","Trong cả hai trường hợp , tôi không gửi chúng về nhà và tôi không nghĩ có khoảng cách nào trong việc chăm sóc .",-0.5432026982307434,0,1,43.42956481783242,,
793,One I thought had a kidney stone .,Có một bệnh nhân tôi nghĩ là bị sỏi thận .,Một người tôi nghĩ có một viên đá thận .,-0.7766683101654053,0,1,43.42956481783242,,
794,"I ordered a kidney X-ray . When it turned out to be normal , my colleague who was doing a reassessment of the patient noticed some tenderness in the right lower quadrant and called the surgeons .","Tôi yêu cầu chụp X quang thận . Khi thấy thận bình thường , đồng nghiệp của tôi đang chẩn bệnh lại phát hiện ổ bụng phía dưới bên phải đau bất thường và gọi bác sĩ phẫu thuật .","Tôi đã đặt một tấm X-quang thận . Khi nó trở nên bình thường , đồng nghiệp của tôi đang thực hiện một dãy băng mạch của bệnh nhân nhận ra sự nhẹ nhàng ở mức thấp và gọi là phẫu thuật phẫu thuật .",-1.1114163398742676,0,1,43.42956481783242,,
795,The other one had a lot of diarrhea .,Bệnh nhân kia bị tiêu chảy rất nhiều .,Người còn lại có rất nhiều tiêu chảy .,-0.5308046340942383,0,1,43.42956481783242,,
796,I ordered some fluids to rehydrate him and asked my colleague to reassess him .,Tôi yêu cầu tiếp nước để bệnh nhân đỡ mất nước và nhờ đồng nghiệp khám lại cho anh ta .,Tôi đặt một vài chất lỏng cho anh ta và yêu cầu đồng nghiệp của tôi đánh răng .,-1.0711889266967771,0,1,43.42956481783242,,
797,"And he did and when he noticed some tenderness in the right lower quadrant , called the surgeons .","Và đồng nghiệp tôi đang khám lại và khi anh phát hiện ổ bụng phía dưới bên phải bị đau , cũng gọi bác sĩ phẫu thuật .","Và anh ấy đã làm và khi anh ấy nhận ra một số sự cân bằng ở mức thấp hơn , được gọi là bác sĩ phẫu thuật .",-0.9448643326759338,0,1,43.42956481783242,,
801,Some of my doozies have been in the last five years .,Vài lỗi lầm của tôi diễn ra trong năm năm trở lại đây .,Một vài người trong số những chiếc xe đạp của tôi đã ở trong 5 năm qua .,-1.1426697969436646,0,1,43.42956481783242,,
818,"We work in a system where errors happen every day , where one in 10 medications are either the wrong medication given in hospital or at the wrong dosage , where hospital-acquired infections are getting more and more numerous , causing havoc and death .","Ta làm việc trong một hệ thống trong đó sai sót xảy ra hàng ngày , trong đó cứ 10 đơn thuốc thì có 1 đơn hoặc là kê nhầm thuốc hoặc là kê nhầm liều lượng , trong đó các ca nhiễm khuẩn bắt nguồn từ bệnh viện ngày càng nhiều , dẫn tới tàn phá cơ thể và chết chóc .","Chúng tôi làm việc trong một hệ thống mà các lỗi xảy ra hàng ngày , nơi mà trong 10 loại thuốc là sai lầm trong bệnh viện hay ở những bệnh viện sai lầm , nơi mà các bệnh viện bị nhiễm bệnh viện có nhiều hơn và nhiều , gây ra sự tử vong và cái chết .",-0.9728727340698242,0,1,43.42956481783242,,
820,"In the United States , the Institute of Medicine pegged it at 100,000 .","Ở Hoa Kì , Viện Y Học đặt ra con số 100000 .","Ở Hoa Kỳ , viện Y học của nó ở 100.000 .",-1.0531799793243408,0,1,43.42956481783242,,
823,"In a hospital system where medical knowledge is doubling every two or three years , we can &apos;t keep up with it .","Trong một hệ thống bệnh viện nơi mà kiến thức y khoa tăng gấp đôi mỗi hai hay ba năm , ta không thể theo kịp .","Trong một hệ thống bệnh viện nơi mà kiến thức y tế tăng gấp đôi mỗi hai hay ba năm , chúng ta không thể tiếp tục với nó .",-0.6302037239074707,0,1,43.42956481783242,,
824,Sleep deprivation is absolutely pervasive .,Sự thiếu ngủ vô cùng phổ biến .,Sự thiếu ngủ hoàn toàn phổ biến .,-0.7464441657066345,0,1,43.42956481783242,,
825,We can &apos;t get rid of it .,Ta không thể tống khứ vấn đề này được .,Chúng ta không thể loại bỏ nó .,-0.5433731079101562,0,1,43.42956481783242,,
826,"We have our cognitive biases , so that I can take a perfect history on a patient with chest pain .","Chúng ta có những định kiến dựa vào kinh nghiệm sẵn có , ví dụ tôi có thể chấp nhận là một bệnh nhân đau ngực có tiền sử bệnh hoàn hảo .","Chúng ta có những kiến thức tri thức , vì vậy tôi có thể sử dụng một lịch sử hoàn hảo trên một bệnh nhân với đau ngực .",-0.7027273774147034,0,1,43.42956481783242,,
827,"Now take the same patient with chest pain , make them moist and garrulous and put a little bit of alcohol on their breath , and suddenly my history is laced with contempt .","Bây giờ cùng bệnh nhân bị đau ngực ấy , giả dụ anh ta ướt mồ hồi và nói lắm và thêm tí mùi cồn vào hơi thở của anh ta , và đột nhiên tiền sử bệnh của tôi bị ảnh hưởng xấu","Bây giờ hãy lấy một bệnh nhân tương tự với cơn đau ngực , làm cho chúng ẩm ẩm và hút một chút rượu vào hơi thở , và đột nhiên lịch sử của tôi được thúc đẩy với sự nhầm thường .",-1.020753264427185,0,1,43.42956481783242,,
828,I don &apos;t take the same history .,Tôi không áp dụng cùng một tiền sử bệnh nữa .,Tôi không lấy một lịch sử tương tự .,-0.8705695271492004,0,1,43.42956481783242,,
829,I &apos;m not a robot ; I don &apos;t do things the same way each time .,Tôi không phải rô-bốt ; không phải lần nào tôi cũng theo y một qui trình .,Tôi không phải là một robot ; tôi không làm điều tương tự mỗi lần .,-0.6144117712974548,0,1,43.42956481783242,,
830,And my patients aren &apos;t cars ; they don &apos;t tell me their symptoms in the same way each time .,Và bệnh nhân của tôi không phải ô-tô ; không phải mỗi lần họ đều thuật lại triệu chứng theo cách giống nhau .,Và bệnh nhân của tôi không phải là xe hơi ; họ không nói với tôi những triệu chứng của họ theo cùng một cách .,-0.6089386343955994,0,1,43.42956481783242,,
831,"Given all of that , mistakes are inevitable .","Với những điều đó , sai lầm là bất khả kháng .","Để tất cả những sai lầm đó , sai lầm không thể tránh khỏi .",-0.6060777902603149,0,1,43.42956481783242,,
832,"So if you take the system , as I was taught , and weed out all the error-prone health professionals , well there won &apos;t be anybody left .","Thế nên , nếu bạn xử lí hệ thống , như tôi được dạy , và loại bỏ tất cả những nhân viên ngành y phạm sai lầm , sẽ chẳng còn lại ai hết .","Vì vậy nếu bạn lấy hệ thống , như tôi được dạy , và chúng tôi đã bỏ ra tất cả những lỗi chuyên gia về y tế , thì sẽ không còn ai để lại .",-0.8939478993415833,0,1,43.42956481783242,,
833,And you know that business about people not wanting to talk about their worst cases ?,Và bạn có biết việc người ta không muốn nói về những trường hợp tệ nhất của họ không ?,Và bạn biết rằng kinh doanh của mọi người không muốn nói về những trường hợp tồi tệ nhất của họ ?,-0.55544114112854,0,1,43.42956481783242,,
834,"On my show , on &quot; White Coat , Black Art , &quot; I made it a habit of saying , &quot; Here &apos;s my worst mistake , &quot; I would say to everybody from paramedics to the chief of cardiac surgery , &quot; Here &apos;s my worst mistake , &quot; blah , blah , blah , blah , blah , &quot; What about yours ? &quot; and I would point the microphone towards them .","Trên show truyền hình của tôi , &quot; Áo Blu Trắng , Nghệ Thuật Đen , &quot; tôi tạo thói quen nói , &quot; Đây là sai lầm tệ nhất của tôi , &quot; tôi sẽ nói với tất cả mọi người từ nhân viên y tế , đến trưởng phòng phẫu thuật tim , &quot; Đây là sai lầm tệ nhất của tôi , &quot; blah , blah , blah , blah , blah , &quot; Thế còn của bạn là gì ? &quot; và tôi sẽ hướng mic về phía họ .","Trên chương trình của tôi , &quot; Nhà Nghệ thuật &quot; Tôi đã làm nó một thói quen nói , &quot; Đây là sai lầm tồi tệ nhất của tôi , &quot; Tôi sẽ nói với tất cả mọi người từ những người đến trưởng thành của phẫu thuật tim , &quot; Đây là sai lầm tồi tệ nhất của tôi , &quot; bất cứ điều gì , tôi nói , &quot; Tôi sẽ nói với họ về chúng . &quot;",-0.9271156191825868,0,1,43.42956481783242,,
835,"And their pupils would dilate , they would recoil , then they would look down and swallow hard and start to tell me their stories .","Và đồng tử mắt họ sẽ giãn ra , họ sẽ co rúm sợ hãi , và rồi họ sẽ nhìn xuống và nuốt nước bọt và bắt đầu kể tôi nghe câu chuyện của họ .","Và các sinh viên của họ sẽ giãn ra , chúng sẽ trông xuống và nuốt và bắt đầu kể cho tôi nghe câu chuyện của chúng .",-0.909567892551422,0,1,43.42956481783242,,
836,They want to tell their stories . They want to share their stories .,Họ muốn kể câu chuyện của họ . Họ muốn sẻ chia câu chuyện của họ .,Họ muốn kể câu chuyện của họ . Họ muốn chia sẻ câu chuyện của mình .,-0.4519944787025451,0,1,43.42956481783242,,
837,"They want to be able to say , &quot; Look , don &apos;t make the same mistake I did . &quot;","Họ muốn được nói rằng , &quot; Xem này , đừng đi vào vết xe đổ của tôi . &quot;","Họ muốn nói , &quot; Nhìn này , đừng làm sai lầm tương tự . &quot;",-0.5374830961227417,0,1,43.42956481783242,,
838,What they need is an environment to be able to do that .,Điều họ cần là một môi trường tạo điều kiện cho họ nói điều đó .,Những gì họ cần là một môi trường có thể làm được điều đó .,-0.4960778057575226,0,1,43.42956481783242,,
839,What they need is a redefined medical culture .,Điều họ cần là một văn hoá y học cần xác định lại .,Những gì họ cần là một nền văn hoá tái định nghĩa y tế .,-0.5454578399658203,0,1,43.42956481783242,,
840,And it starts with one physician at a time .,Và việc này bắt đầu từ từng y sĩ một .,Và nó bắt đầu với một bác sĩ tại thời điểm đó .,-0.4254024028778076,0,1,43.42956481783242,,
841,"The redefined physician is human , knows she &apos;s human , accepts it , isn &apos;t proud of making mistakes , but strives to learn one thing from what happened that she can teach to somebody else .","Người y sĩ , theo khái niệm xác định lại , là con người bằng xương bằng thịt , tự biết chị chỉ là một con người , chấp nhận điều đó , chẳng tự hào gì khi nhận sai lầm , nhưng cố gắng học một điều gì đó từ việc đã xảy ra điều ấy chị có thể dạy cho ai đó khác .","Các bác sĩ định nghĩa lại là con người , biết cô ấy là con người , chấp nhận nó , không tự hào về sai lầm , mà cố gắng học một điều gì đó xảy ra mà cô ấy có thể dạy cho người khác .",-0.749639630317688,0,1,43.42956481783242,,
842,She shares her experience with others .,Chị chia sẻ trải nghiệm ấy với những người khác .,Bà chia sẻ kinh nghiệm của mình với những người khác .,-0.5653524994850159,0,1,43.42956481783242,,
843,She &apos;s supportive when other people talk about their mistakes .,Chị rất ủng hộ khi người khác nói về sai lầm của họ .,Cô ấy ủng hộ khi những người khác nói về sai lầm của họ .,-0.5217291712760925,0,1,43.42956481783242,,
844,"And she points out other people &apos;s mistakes , not in a gotcha way , but in a loving , supportive way so that everybody can benefit .","Và chị chỉ ra sai lầm của người khác. không phải kiểu &quot; A bắt được rồi &quot; mà một cách ủng hộ , tận tình để mọi người có thể tốt hơn .","Và cô ấy chỉ ra những sai lầm của người khác , không phải theo một cách nào đó , mà là một yêu thương , ủng hộ , có cách mà tất cả mọi người đều có thể hưởng lợi .",-0.8443602323532104,0,1,43.42956481783242,,
845,"And she works in a culture of medicine that acknowledges that human beings run the system , and when human beings run the system , they will make mistakes from time to time .","Và chị làm việc trong văn hoá y học chấp nhận rằng hệ thống được điều khiển bởi những con người , và khi con người điều khiển hệ thống , họ sẽ có lúc phạm sai lầm .","Và cô ấy làm việc trong một nền văn hoá y học để nhận ra rằng con người đang chạy hệ thống , và khi con người chạy hệ thống , họ sẽ sai lầm từ thời gian đến thời gian .",-0.674238383769989,0,1,43.42956481783242,,
846,"So the system is evolving to create backups that make it easier to detect those mistakes that humans inevitably make and also fosters in a loving , supportive way places where everybody who is observing in the health care system can actually point out things that could be potential mistakes and is rewarded for doing so , and especially people like me , when we do make mistakes , we &apos;re rewarded for coming clean .","Nên hệ thống ấy đang tiến triển để tạo ra phương án dự phòng để việc phát hiện sai lầm dễ dàng hơn những sai lầm mà con người không thể không mắc và cúng tạo ra , một cách tận tình , ủng hộ , những nơi mà bất kì ai theo dõi trong hệ thống chăm sóc sức khoẻ đều có thể chỉ ra những điều có thể trở thành sai lầm và được thưởng khi làm việc đó , và đặc biệt là những người như tôi , khi chúng tôi phạm sai lầm thật , chúng tôi được thưởng vì nói trắng ra điều đó .","Vì vậy hệ thống đang tiến hoá để tạo ra các mẩu dự phòng dễ dàng để phát hiện ra những sai lầm mà con người không thể tránh khỏi và nuôi dưỡng tình yêu , những nơi mà mọi người quan sát trong hệ thống chăm sóc sức khoẻ có thể thực sự chỉ ra những sai lầm tiềm năng và thưởng , và đặc biệt là mọi người , khi chúng ta làm sai lầm , chúng ta phải làm sạch .",-0.9024420380592346,0,1,43.42956481783242,,
847,My name is Brian Goldman .,Tên tôi là Brian Goldman .,Tên tôi là Brian Goldman .,-0.4605948030948639,0,1,43.42956481783242,,
848,I am a redefined physician .,Tôi là một y sĩ theo khái niệm mới .,Tôi là một bác sĩ định nghĩa .,-0.4187037646770477,0,1,43.42956481783242,,
849,I &apos;m human . I make mistakes .,Tôi là con người . Tôi phạm sai lầm .,Tôi là con người . Tôi đã sai lầm .,-0.5118823051452637,0,1,43.42956481783242,,
850,"I &apos;m sorry about that , but I strive to learn one thing that I can pass on to other people .","Tôi vô cùng tiếc về điều đó , nhưng tôi cố gắng học một điều mà tôi có thể truyền cho người khác .","Tôi xin lỗi về điều đó , nhưng tôi cố gắng học một điều mà tôi có thể vượt qua với những người khác .",-0.547446072101593,0,1,43.42956481783242,,
851,"I still don &apos;t know what you think of me , but I can live with that .","Tôi vẫn không biết các bạn nghĩ gì về tôi , nhưng tôi có thể chịu được điều đó .","Tôi vẫn chưa biết bạn nghĩ gì về tôi , nhưng tôi có thể sống với nó .",-0.3930914103984833,0,1,43.42956481783242,,
852,And let me close with three words of my own : I do remember .,Và xin để tôi kết thúc với ba chữ của chính tôi : Tôi có nhớ .,Và hãy để tôi kết thúc với 3 từ của riêng mình : Tôi nhớ .,-0.8330876231193542,0,1,43.42956481783242,,
853,"Hi . I &apos;m Kevin Allocca , I &apos;m the trends manager at YouTube , and I professionally watch YouTube videos .","Chào mọi người . Tôi là Kevin Allocca . Toi là nhà quản lí xu hướng của Youtube , và tôi xem các video trên Youtube một cách chuyên nghiệp .","Xin cảm ơn . Tôi là Kevinjo , tôi là xu hướng quản lý ở Youtube , và tôi chuyên gia xem video YouTube .",-0.7526493072509766,0,1,43.42956481783242,,
854,It &apos;s true .,Thật đấy .,Đó là sự thật .,-0.7276837229728699,0,1,43.42956481783242,,
855,So we &apos;re going to talk a little bit today about how videos go viral and then why that even matters .,Hôm nay chúng ta sẽ dành một ít thời gian để nói về việc làm thế nào các video trở nên được ưa thích trong một thời gian ngắn và tiếp theo là lí do tại sao điều này lại đáng nói đến .,Vì vậy chúng ta sẽ nói một chút hôm nay về việc xem video đi lên virus và tại sao điều đó lại quan trọng .,-1.092943787574768,0,1,43.42956481783242,,
856,"We all want to be stars -- celebrities , singers , comedians -- and when I was younger , that seemed so very , very hard to do .","Tất cả chúng ta đều muốn là những ngôi sao người nổi tiếng , ca sĩ , diễn viên hài và khi tôi còn trẻ , điều đó có vẻ như rất rất khó thực hiện .","Chúng ta đều muốn trở thành những ngôi sao -- những ca sĩ nổi tiếng , diễn viên hài , và khi còn nhỏ , điều đó dường như rất khó để làm .",-0.63795405626297,0,1,43.42956481783242,,
857,But now Web video has made it so that any of us or any of the creative things that we do can become completely famous in a part of our world &apos;s culture .,"Nhưng bây giờ , các video trên web đã làm được điều đó để bất cứ ai trong chúng ta hay bất cứ sản phẩm sáng tạo nào mà chúng ta làm ra có thể trở nên hoàn toàn nổi tiếng trong một khu vực văn hoá của thế giới chúng ta .",Nhưng bây giờ trên web đã làm điều đó cho chúng ta hay bất kỳ thứ sáng tạo nào chúng ta có thể trở nên nổi tiếng trong một phần của văn hoá của thế giới .,-0.7123820781707764,0,1,43.42956481783242,,
858,Any one of you could be famous on the Internet by next Saturday .,Bất cứ ai trong các bạn đều có thể trở nên nổi tiếng trên mạng internet vào thứ 7 tuần tới .,Bất cứ ai trong số các bạn có thể nổi tiếng trên Internet vào thứ 7 .,-0.517512321472168,0,1,43.42956481783242,,
859,But there are over 48 hours of video uploaded to YouTube every minute .,Nhưng có hơn 48 giờ video được tải lên Youtube mỗi phút .,Nhưng có hơn 48 giờ video tải lên YouTube mỗi phút .,-0.5095474123954773,0,1,43.42956481783242,,
860,"And of that , only a tiny percentage ever goes viral and gets tons of views and becomes a cultural moment .","Và trong số đó , chỉ có một tỉ lệ ít ỏi trở nên phổ biến , nhận được nhiều lượt xem , và trở thành một hiện tượng về văn hoá .","Và trong đó , chỉ là một tỷ lệ tử tế nhỏ bao giờ đến với các quan điểm và trở thành khoảnh khắc văn hoá .",-1.035341739654541,0,1,43.42956481783242,,
861,So how does it happen ?,Vậy điều này xảy đến như thế nào ?,Vậy nó xảy ra như thế nào ?,-0.5256131887435913,0,1,43.42956481783242,,
862,"Three things : tastemakers , communities of participation and unexpectedness .","Có 3 lý do : những người tạo ra trào lưu , các cộng đồng tham gia và sự bất ngờ .","Ba điều : Những người xây dựng vị trí , cộng đồng tham gia và bất ngờ .",-0.6824696063995361,0,1,43.42956481783242,,
863,"All right , let &apos;s go .",Chúng ta bắt đầu nào .,"Được rồi , hãy đi .",-0.6590328812599182,0,1,43.42956481783242,,
864,"Oh , my God . Oh , my God .",Ôi chúa ơi . Ôi chúa ơi .,"Ôi , Chúa ơi . Ôi , Chúa .",-0.6329325437545776,0,1,43.42956481783242,,
865,"Oh , my God !",Ôi chúa ơi !,"Ôi , Chúa ơi !",-0.5929642915725708,0,1,43.42956481783242,,
866,Wooo !,Wooo !,Wooo !,-1.401311993598938,0,1,43.42956481783242,,
867,"Ohhhhh , wowwww !","Ohhhhh , wowwww !","Oh , wow !",-1.1881753206253052,0,1,43.42956481783242,,
868,"Last year , Bear Vasquez posted this video that he had shot outside his home in Yosemite National Park .","Năm ngoái , Bear VAsquez đã đăng tải video này ông ấy đã ghi hình bên ngoài căn nhà của mình ở công viên quốc gia Yosemite .","Năm ngoái , Xin cảm ơn Văn phòng thí nghiệm này mà ông đã bắn ra khỏi nhà mình tại Công viên Yves .",-1.2133222818374634,0,1,43.42956481783242,,
869,"In 2010 , it was viewed 23 million times .","Trong năm 2010 , video đã có 23 triệu lượt xem .","Vào năm 2010 , nó được xem là 23 triệu lần .",-0.4500189125537872,0,1,43.42956481783242,,
